Name,uesp_url,occupation,morality,description,n_lines,canonical_lines,kb_found
Ria,https://en.uesp.net/wiki/Skyrim:Ria,Warrior,No Crime,"Ria, an Imperial warrior, is the newest member of the Companions before you join, and highly determined to fight and die honorably alongside them.",6,"Here to be a Companion? Well, they just let me in, so there's probably no more room. | I was the newest Companion, until you came along. I guess that's ok. Just means I can show you the ropes! | Oh, hey there. I killed a bear yesterday. Did you kill anything? | Good to have some fresh eyes up there at the top. I follow your lead, Harbinger. | I... I can only imagine Aela's anger. I'll make sure not to cross her for a while. | Why can't I train with Aela?",TRUE
Skjor,https://en.uesp.net/wiki/Skyrim:Skjor,Warrior,No Crime,"Skjor, a Nord warrior, is a prolific member of the Companions, the legendary group of warriors operating out of Whiterun. He is also a member of the Circle, a subgroup of Companions blessed with the gift from Hircine.",6,"One of the guards from Dragonsreach came to me, worried about a prisoner who's escaped. The Jarl has too much on his mind right now, we won't be troubling him with this. | Keep a sharp eye about you and maybe I'll teach you to fight some day. | Haven't seen your face before. I'm watching you. | I can't keep helping you with everything. | So you think you have what it takes? Huh. Lucky for you, I'm not the one who makes that decision. Talk to Kodlak. Who knows, maybe he's in a generous mood. | I've got a bad grip on my shield, could you take a look at it?",TRUE
Tilma the Haggard,https://en.uesp.net/wiki/Skyrim:Tilma_the_Haggard,Citizen,No Crime,"Tilma the Haggard is an elderly citizen and the maid of Jorrvaskr, cleaning up for the Companions.",6,"I just try to keep out of the way when they start roughhousing. | Oh, I'm just a servant, dear. You want to talk to one of the Companions, I'm sure. | I've been tending to the warriors of Jorrvaskr for as long as I can remember. | I see everything, hear everything and know everything. | Oh, I'm a good keeper of secrets. Have to be, in this hall. | A good bunch of men and women, who make too much a mess, if you ask me.",TRUE
Torvar,https://en.uesp.net/wiki/Skyrim:Torvar,Warrior,No Crime,"Torvar, a Nord warrior, is the drunken misfit of the Companions of Jorrvaskr. Initially of a friendly disposition, his attitude towards you seems to sour as you rise through the ranks, but he still becomes a potential follower after the Companions questline is completed.",6,"What do you want from me, now? | I haven't seen you before. Have I? Have we met? I'm sorry if I've forgotten. | It means when I have troubles, I always have someone on my side. We have Shield-Siblings to keep our backs as dangerous as our fronts. I think. | We're the best damned fighters in Skyrim. At least, some of us are. | In charge of what? I'm in charge of me, and you're in charge of you. If you're looking to join up, Kodlak's the one to be talking to. | He did? That's... I'm surprised. I wonder who will replace him in the Circle?",TRUE
Vignar Gray-Mane,https://en.uesp.net/wiki/Skyrim:Vignar_Gray-Mane,Warrior,No Crime,"Vignar Gray-Mane is an aging Nord and former Companion, living in Jorrvaskr in Whiterun. He is the patron of Clan Gray-Mane, one of the two oldest families in Whiterun, the other being Clan Battle-Born.",6,"For thirty years, I served the Legion as a commander. Fought in the Great War. | The people saw fit to name me Jarl, and I don't intend to let them down. | This isn't over. You hear me you old fool! This isn't over! And you. A Stormcloak? I'd thought better of you. You'll all come to regret this day. | Spoken like a true Nord. I'll stand beside you, Dragonborn. Now, what's this nonsense about trapping a dragon in my palace? | Vignar. We will do whatever I decide is in the best interests of Skyrim. Are we clear? | I admit, I really didn't expect these talks to succeed. Getting the Empire to agree to anything at all is quite an achievement.",TRUE
Vilkas,https://en.uesp.net/wiki/Skyrim:Vilkas,Warrior,No Crime,"Vilkas is a Nord warrior and a werewolf, usually found within Jorrvaskr in Whiterun. He is a member of the Circle, a faction within the Companions, alongside his twin brother Farkas.",6,"I think by now I've killed one of every living thing in Skyrim. May be time for a trip to Morrowind. | There are always good reasons to fight. I just wish this war had them. Who cares who worships what dead god? Give me something to make me draw my sword. | What brings you to me? Find some strange creature in your travels? | I suppose you have another question? | I don't know if you're capable, and I don't have time to find out. If Kodlak will vouch for you, I might have some work you could do. | I don't know what you're talking about. But if I were you, I'd hold my tongue.",TRUE
Olava the Feeble,https://en.uesp.net/wiki/Skyrim:Olava_the_Feeble,Citizen,No Crime,"Olava the Feeble is an elderly citizen and a seer who lives in her house behind Breezehome in Whiterun's Plains District. She has a dark secret and will provide you with a very special reading, pointing you to an assassin of old.",6,"Maybe some other time I'll reveal your destiny, hmm? Tea leaves, palm reading, crystal scrying... Oooh! Maybe trepanning? Ha ha ha ha. | Come to Olava for a reading, did you? Sorry, pup, but I'm not quite in the mood. | Oh, I tell the future, all right. When I feel up to the task, that is. But I'm afraid my energies haven't quite peaked yet today. | Token, you say? Let me see. Oh, goodness me. You're a friend of Gabriella's, then. Well, I guess we both know why you're here. | No... no, that is all. Now... now please. I find myself very weary all of sudden. | By Sithis, but you are a persistent one. Haven't I told you enough?",TRUE
Gloth,https://en.uesp.net/wiki/Skyrim:Gloth,Farmer,No Crime,Gloth is a Nord farmer who works for Severio Pelagia at Pelagia Farm outside Whiterun.,0,,TRUE
Nimriel,https://en.uesp.net/wiki/Skyrim:Nimriel,Farmer,No Crime,"Nimriel is a Wood Elf farmer who works and lives at Pelagia Farm, which is owned by Severio Pelagia. Her co-worker Gloth also lives there.",1,"I own the Pelagia Farm, just outside the city walls. Nimriel takes good care of things for me.",TRUE
Severio Pelagia,https://en.uesp.net/wiki/Skyrim:Severio_Pelagia,Farmer,No Crime,Severio Pelagia is an Imperial farmer who owns Pelagia Farm just outside Whiterun. He will pay you for any cabbages and potatoes you bring him.,5,"I had my years of war and fighting. Senseless, all of it. All I want now is a rake and a patch of good soil. | There's a nip in the air. Cold won't be good for my crops. Never is. | I own the Pelagia Farm, just outside the city walls. Nimriel takes good care of things for me. | You should stop by my farm if you get a chance. See what life's really about. | You should buy some produce from Carlotta's stall. Most of it comes from my farm.",TRUE
Acolyte Jenssen,https://en.uesp.net/wiki/Skyrim:Acolyte_Jenssen,Priest,No Crime,Acolyte Jenssen is a Nord priest at the Temple of Kynareth in Whiterun.,6,How are you feeling? | Feeling any better? | How is the pain? Any better? | Has your fever cooled? | Patience. The body needs time to mend. | More rest will do you good.,TRUE
Danica Pure-Spring,https://en.uesp.net/wiki/Skyrim:Danica_Pure-Spring,Priest,No Crime,"Danica Pure-Spring is a Nord priestess of Kynareth living in Whiterun where she tends to the sick and wounded inside the Temple of Kynareth. She is the master trainer in Restoration, but will only offer training after you've completed her quest The Blessings of Nature.",6,"Lately it seems I am more nurse than priestess, tending to those who have suffered, both in mind and body, from this terrible war. | It was taken by a lightning strike. Wish I had time to deal with it, but it's hard enough with all these wounded from the war. | Oh, it's Nazeem. He's been spending more and more time fawning over the Jarl. I swear, we're hardly ever home at the same time anymore. | But it's more than that. Nazeem is obsessed with this civil war, as is all of Skyrim. I swear, it will consume us all. | Maybe Nazeem's obsession has merit. This civil war seems so big, so unceasing... I'm afraid, Danica. Afraid for us all. | These are trying times for us all, I know. Many come to the Temple of Kynareth to pray, and I assist them as best I'm able.",TRUE
Maurice Jondrelle,https://en.uesp.net/wiki/Skyrim:Maurice_Jondrelle,Monk,No Crime,"Maurice Jondrelle is a Breton monk who shows up in the Temple of Kynareth in Whiterun during the quest The Blessings of Nature. If Maurice overhears you talking with Danica Pure-Spring about going to the Eldergleam, he will ask to accompany you.",6,"It was taken by a lightning strike. Wish I had time to deal with it, but it's hard enough with all these wounded from the war. | What is it... what has happened to the Gildergreen? I have traveled long here to worship beneath its branches. | I really don't have time to deal with you right now. Please just let me get back to my work. | Was I correct in hearing that you were traveling to the grove of the Eldergleam? | I am a traveler. A pilgrim. I follow the voice of Kynareth wherever it can be heard. I've dreamed of seeing Eldergleam for years. Might I travel alongside you? I promise not to get in the way. | I understand. Some journeys must be taken alone. I'll be here if you change your mind.",TRUE
Uthgerd the Unbroken,https://en.uesp.net/wiki/Skyrim:Uthgerd_the_Unbroken,Warrior,No Crime,Uthgerd the Unbroken is a Nord warrior who lives in Whiterun. Talking to her about her attitude will annoy her and result in an option to challenge her to a brawl for a 100 septim bet.,6,"Thought did cross my mind, yeah. War brewing, talk of a riot in Helgen, and now jesters? Skyrim's gone mad, girl. You need to be careful out there. | Now that's what I call a punch. You got me. | You're no liar. Best fight I've had in years. There you are. You ever need another blade at your side, just ask. Wouldn't mind seeing how you handle a few trolls. | Want to hear a little Nord wisdom? You don't really know a woman 'til you've had a strong drink and a fistfight with her. | Keep walkin', softgut. I'm more woman than you can handle. | I got no quarrel with you, but I won't turn one down, neither.",TRUE
Adrianne Avenicci,https://en.uesp.net/wiki/Skyrim:Adrianne_Avenicci,Blacksmith,No Crime,"Adrianne Avenicci is an Imperial blacksmith who runs Whiterun's armory Warmaiden's with her husband Ulfberth War-Bear. She is the daughter of Proventus Avenicci, the steward for Jarl Balgruuf the Greater.",6,"You think all the council my father provides the Jarl is his alone? Hmph. Let's just say I advise the advisor, and leave it at that. | Have you met my father? He was the steward, up at Dragonsreach when Balgruuf was Jarl. | Well, not a great deal, no. But I do less business than I used to. The Stormcloaks don't like buying from anyone that isn't a Nord. If I wasn't married to Ulfberth, I'd be out of business. | Ha! I'd sooner bend my knee to Ulfric Stormcloak. Besides, Gray-Mane would never make steel for the Legion. | Have you met my father? He's the steward, up at Dragonsreach. | I don't claim to be the best blacksmith in Whiterun. Eorlund Gray-Mane's got that honor. Man's steel is legendary. All I ask is a fair chance.",TRUE
